Energy,Detection Efficiency
20,0.0004656111111111111
30,0.0028309444444444445
50,0.010262647058823529
80,0.0152895
100,0.0159865
200,0.013014588235294116
300,0.009472055555555555
500,0.006227823529411765
800,0.004314764705882353
1000,0.003505125
1200,0.0032248888888888887
1400,0.002842823529411765
1600,0.002545
1800,0.0024349444444444444
2000,0.002213235294117647
2200,0.001991764705882353
2400,0.001835
