Energy,Detection Efficiency
20,0.00014427777777777784
30,0.0012807222222222222
50,0.006103111111111111
80,0.009132
100,0.00973625
200,0.007886555555555556
300,0.005857777777777778
500,0.003919588235294117
800,0.002699235294117647
1000,0.00224725
1200,0.0020011666666666667
1400,0.0018704117647058824
1600,0.001595875
1800,0.0014685555555555556
2000,0.0013409411764705884
2200,0.0012933529411764705
2400,0.0011264444444444442
