Energy,Detection Efficiency
20,0.0003754444444444446
30,0.0021018333333333336
50,0.008745529411764706
80,0.013026
100,0.013812125
200,0.011148529411764706
300,0.008198
500,0.005428294117647059
800,0.003609176470588235
1000,0.003091
1200,0.0025941666666666665
1400,0.002339529411764706
1600,0.00218775
1800,0.001958888888888889
2000,0.0018005882352941176
2200,0.0017060588235294116
2400,0.001476888888888889
