Energy,Detection Efficiency
20,0.002905333333333334
30,0.015242882352941177
50,0.05868852941176471
80,0.085353625
100,0.08672094117647058
200,0.06313694117647059
300,0.04446338888888889
500,0.028270352941176472
800,0.01927735294117647
1000,0.015914176470588237
1200,0.014107277777777778
1400,0.01238935294117647
1600,0.011044058823529412
1800,0.010003888888888889
2000,0.009210235294117648
2200,0.00858135294117647
2400,0.007792222222222223
