Energy,Detection Efficiency
20,1e-09
30,1e-09
50,0.0021771764705882353
80,0.005761375
100,0.007124375
200,0.006776176470588235
300,0.005488333333333333
500,0.00394035294117647
800,0.0028895882352941177
1000,0.00268175
1200,0.0022578333333333335
1400,0.0019564117647058823
1600,0.0019201764705882353
1800,0.0017705555555555556
2000,0.0016537647058823528
2200,0.0015339411764705884
2400,0.0014347777777777779
