Energy,Detection Efficiency
20,0.0012403888888888892
30,0.006227444444444444
50,0.025184823529411766
80,0.0385395
100,0.040361375
200,0.03388058823529412
300,0.02521038888888889
500,0.016597235294117645
800,0.01122364705882353
1000,0.009655
1200,0.008534444444444445
1400,0.007277941176470589
1600,0.006773294117647059
1800,0.006076777777777777
2000,0.005592588235294118
2200,0.0050392352941176465
2400,0.004728777777777777
