Energy,Detection Efficiency
20,0.002511666666666666
30,0.011929411764705883
50,0.051567117647058826
80,0.080222375
100,0.08428505882352941
200,0.06992923529411765
300,0.05162205555555555
500,0.034121058823529414
800,0.023985764705882352
1000,0.020161
1200,0.0173975
1400,0.015792588235294117
1600,0.014118764705882353
1800,0.012873333333333334
2000,0.01183635294117647
2200,0.01099735294117647
2400,0.010050888888888889
