r,theta,z,Energy,Detection Efficiency
102.0,0.0,-23.0,1000,0.004193
102.0,0.0,-23.0,1200,0.0036297222222222
102.0,0.0,-23.0,1400,0.0030829411764705
102.0,0.0,-23.0,1600,0.002891294117647
102.0,0.0,-23.0,1800,0.0025781111111111
102.0,0.0,-23.0,2000,0.0023933529411764
102.0,0.0,-23.0,2200,0.0022101764705882
102.0,0.0,-23.0,2400,0.002086
102.0,0.0,-53.0,20,0.0003754444444444
102.0,0.0,-53.0,30,0.0021018333333333
102.0,0.0,-53.0,50,0.0087455294117647
102.0,0.0,-53.0,80,0.013026
102.0,0.0,-53.0,100,0.013812125
102.0,0.0,-53.0,200,0.0111485294117647
102.0,0.0,-53.0,300,0.008198
102.0,0.0,-53.0,500,0.005428294117647
102.0,0.0,-53.0,800,0.0036091764705882
102.0,0.0,-53.0,1000,0.003091
102.0,0.0,-53.0,1200,0.0025941666666666
102.0,0.0,-53.0,1400,0.0023395294117647
102.0,0.0,-53.0,1600,0.00218775
102.0,0.0,-53.0,1800,0.0019588888888888
102.0,0.0,-53.0,2000,0.0018005882352941
102.0,0.0,-53.0,2200,0.0017060588235294
102.0,0.0,-53.0,2400,0.0014768888888888
102.0,0.0,-83.0,20,0.0002237777777777
102.0,0.0,-83.0,30,0.0014440588235294
102.0,0.0,-83.0,50,0.0064010588235294
102.0,0.0,-83.0,80,0.009532875
102.0,0.0,-83.0,100,0.0098968823529411
102.0,0.0,-83.0,200,0.0081570588235294
102.0,0.0,-83.0,300,0.0058768333333333
102.0,0.0,-83.0,500,0.0039341176470588
102.0,0.0,-83.0,800,0.0026947058823529
102.0,0.0,-83.0,1000,0.0022388235294117
102.0,0.0,-83.0,1200,0.0018806666666666
102.0,0.0,-83.0,1400,0.0018324117647058
102.0,0.0,-83.0,1600,0.0016171764705882
102.0,0.0,-83.0,1800,0.0013536666666666
102.0,0.0,-83.0,2000,0.0013052352941176
102.0,0.0,-83.0,2200,0.0011885294117647
102.0,0.0,-83.0,2400,0.0011264444444444
47.5,0.0,-97.0,20,4.8444444444444456e-05
47.5,0.0,-97.0,30,0.0001814705882352
47.5,0.0,-97.0,50,0.0021416470588235
47.5,0.0,-97.0,80,0.005156
47.5,0.0,-97.0,100,0.0060981764705882
47.5,0.0,-97.0,200,0.0057351764705882
47.5,0.0,-97.0,300,0.0046198888888888
47.5,0.0,-97.0,500,0.0033721176470588
47.5,0.0,-97.0,800,0.0024259411764705
47.5,0.0,-97.0,1000,0.0021896470588235
47.5,0.0,-97.0,1200,0.0019367222222222
47.5,0.0,-97.0,1400,0.0018060588235294
47.5,0.0,-97.0,1600,0.001536294117647
47.5,0.0,-97.0,1800,0.0014592777777777
47.5,0.0,-97.0,2000,0.0013210588235294
47.5,0.0,-97.0,2200,0.0013001764705882
47.5,0.0,-97.0,2400,0.001198
77.5,0.0,-97.0,20,0.0001442777777777
77.5,0.0,-97.0,30,0.0012807222222222
77.5,0.0,-97.0,50,0.0061031111111111
77.5,0.0,-97.0,80,0.009132
77.5,0.0,-97.0,100,0.00973625
77.5,0.0,-97.0,200,0.0078865555555555
77.5,0.0,-97.0,300,0.0058577777777777
77.5,0.0,-97.0,500,0.0039195882352941
77.5,0.0,-97.0,800,0.0026992352941176
77.5,0.0,-97.0,1000,0.00224725
77.5,0.0,-97.0,1200,0.0020011666666666
77.5,0.0,-97.0,1400,0.0018704117647058
77.5,0.0,-97.0,1600,0.001595875
77.5,0.0,-97.0,1800,0.0014685555555555
77.5,0.0,-97.0,2000,0.0013409411764705
77.5,0.0,-97.0,2200,0.0012933529411764
77.5,0.0,-97.0,2400,0.0011264444444444
107.5,0.0,-97.0,20,0.0002278888888888
107.5,0.0,-97.0,30,0.0011940588235294
107.5,0.0,-97.0,50,0.0053048235294117
107.5,0.0,-97.0,80,0.008130875
107.5,0.0,-97.0,100,0.0083629411764705
107.5,0.0,-97.0,200,0.0068425294117647
107.5,0.0,-97.0,300,0.0049428333333333
107.5,0.0,-97.0,500,0.00329
107.5,0.0,-97.0,800,0.0022454117647058
107.5,0.0,-97.0,1000,0.001928
107.5,0.0,-97.0,1200,0.0016778333333333
107.5,0.0,-97.0,1400,0.001439
107.5,0.0,-97.0,1600,0.0014079411764705
107.5,0.0,-97.0,1800,0.0011942777777777
107.5,0.0,-97.0,2000,0.0010826470588235
107.5,0.0,-97.0,2200,0.0010278235294117
107.5,0.0,-97.0,2400,0.000918
