Energy,Detection Efficiency
20,0.0005197777777777779
30,0.002489176470588235
50,0.011191823529411764
80,0.01731925
100,0.018270823529411766
200,0.014708823529411764
300,0.010730333333333335
500,0.007022764705882353
800,0.004835235294117647
1000,0.00410364705882353
1200,0.0035115
1400,0.0032058823529411765
1600,0.0027807058823529408
1800,0.0026633888888888888
2000,0.0024135882352941175
2200,0.002178
2400,0.002098
