Energy,Detection Efficiency
20,0.0002851111111111111
30,0.0015758888888888888
50,0.007261058823529412
80,0.010988125
100,0.011617625
200,0.009362117647058823
300,0.007024
500,0.0045425294117647065
800,0.002970352941176471
1000,0.002735625
1200,0.0022105
1400,0.0021091176470588234
1600,0.00174425
1800,0.001611
2000,0.0015092941176470588
2200,0.0014310588235294118
2400,0.0012718888888888888
