Energy,Detection Efficiency
20,0.0007372777777777778
30,0.004030111111111111
50,0.017386176470588235
80,0.027060375
100,0.02776425
200,0.022821529411764706
300,0.016750666666666667
500,0.010886882352941177
800,0.0076256470588235295
1000,0.0063165
1200,0.005658166666666667
1400,0.0048287058823529416
1600,0.004481058823529412
1800,0.003813888888888889
2000,0.0037795882352941175
2200,0.003461235294117647
2400,0.0031033333333333334
