Energy,Detection Efficiency
20,0.0020655
30,0.009547111111111112
50,0.03727664705882353
80,0.056132375
100,0.05888625
200,0.046883705882352945
300,0.03424766666666666
500,0.022200823529411766
800,0.015012411764705883
1000,0.01279875
1200,0.010923777777777777
1400,0.009594176470588236
1600,0.00876364705882353
1800,0.008004944444444445
2000,0.007286764705882353
2200,0.0066368823529411765
2400,0.006232333333333333
