Energy,Detection Efficiency
20,0.00018977777777777783
30,0.001473
50,0.007491764705882353
80,0.01109775
100,0.011912823529411764
200,0.009697882352941176
300,0.007238388888888889
500,0.004635058823529411
800,0.003308764705882353
1000,0.0027894117647058823
1200,0.0024033333333333333
1400,0.0021553529411764707
1600,0.0019430588235294117
1800,0.0017443888888888889
2000,0.0016391764705882353
2200,0.0014242352941176472
2400,0.001362
