Energy,Detection Efficiency
20,0.00032455555555555563
30,0.0028067058823529416
50,0.01346170588235294
80,0.02250975
100,0.023090647058823528
200,0.01862370588235294
300,0.014048111111111112
500,0.008902882352941177
800,0.006295235294117647
1000,0.00534235294117647
1200,0.004776444444444444
1400,0.0040635882352941174
1600,0.003841294117647059
1800,0.0033565
2000,0.003168058823529412
2200,0.0029147647058823532
2400,0.0027523333333333336
