Energy,Detection Efficiency
20,4.8444444444444456e-05
30,0.00018147058823529403
50,0.00214164705882353
80,0.005156
100,0.006098176470588235
200,0.005735176470588235
300,0.004619888888888889
500,0.0033721176470588236
800,0.002425941176470588
1000,0.0021896470588235292
1200,0.0019367222222222223
1400,0.0018060588235294117
1600,0.0015362941176470589
1800,0.0014592777777777779
2000,0.0013210588235294117
2200,0.0013001764705882354
2400,0.001198
