Energy,Detection Efficiency
20,0.0008910555555555556
30,0.004951111111111111
50,0.018404529411764705
80,0.0272645
100,0.028459625
200,0.022400882352941173
300,0.016337611111111112
500,0.01067835294117647
800,0.007645058823529412
1000,0.006115125
1200,0.005485444444444445
1400,0.004640823529411765
1600,0.004462
1800,0.003969555555555556
2000,0.003579470588235294
2200,0.0032894117647058823
2400,0.003036888888888889
