Energy,Detection Efficiency
20,0.0002278888888888889
30,0.0011940588235294118
50,0.005304823529411765
80,0.008130875
100,0.008362941176470587
200,0.0068425294117647065
300,0.004942833333333333
500,0.00329
800,0.0022454117647058825
1000,0.001928
1200,0.0016778333333333333
1400,0.001439
1600,0.0014079411764705884
1800,0.0011942777777777778
2000,0.0010826470588235295
2200,0.0010278235294117646
2400,0.000918
