Energy,Detection Efficiency
20,0.00035738888888888913
30,0.0022106666666666668
50,0.00988135294117647
80,0.01492125
100,0.0155805
200,0.012442235294117646
300,0.009214222222222223
500,0.006004176470588235
800,0.004165705882352941
1000,0.00348425
1200,0.003034444444444444
1400,0.0026383529411764706
1600,0.002424176470588235
1800,0.0022188333333333335
2000,0.002056470588235294
2200,0.001954294117647059
2400,0.001696
