Energy,Detection Efficiency
20,0.0009406666666666665
30,0.005862941176470588
50,0.026513647058823527
80,0.041397625
100,0.04352070588235295
200,0.034546705882352945
300,0.02552911111111111
500,0.016626117647058826
800,0.011598235294117647
1000,0.009919117647058823
1200,0.008472666666666667
1400,0.007568588235294118
1600,0.006998058823529412
1800,0.006448166666666667
2000,0.005778058823529411
2200,0.0051487647058823536
2400,0.004805666666666667
